len_reduction|par|stim_name|fold|epoch|train_loss|valid_loss|train_acc|valid_acc|epoch_time
none|s01|VALENCE|0|0|0.6538313621968295|0.8207318061276486|0.6603982300884956|0.4029605263157895|(0, 4)
none|s01|VALENCE|0|1|0.6331604785096329|0.8171332415781523|0.6648230088495575|0.4029605263157895|(0, 4)
none|s01|VALENCE|0|2|0.6164351598878878|0.8258817540971857|0.6703539823008849|0.4029605263157895|(0, 4)
none|s01|VALENCE|0|3|0.5990385721742579|0.8291268976111161|0.6863938053097345|0.42105263157894735|(0, 4)
none|s01|VALENCE|0|4|0.5736610939544914|0.8649979218056327|0.7051991150442478|0.4194078947368421|(0, 4)
none|s01|VALENCE|0|5|0.5395093560218811|1.0778005201565592|0.728429203539823|0.39473684210526316|(0, 4)
none|s01|VALENCE|0|6|0.499509959226161|1.221109307125995|0.7654867256637168|0.3881578947368421|(0, 4)
none|s01|VALENCE|0|7|0.44234851095001254|0.92450192884395|0.7925884955752213|0.46710526315789475|(0, 4)
none|s01|VALENCE|0|8|0.3858696690439123|1.0495106060253947|0.8252212389380531|0.4555921052631579|(0, 4)
none|s01|VALENCE|0|9|0.3325999882237046|1.1099614281403392|0.8512168141592921|0.4555921052631579|(0, 4)
none|s01|VALENCE|0|10|0.2861458899832405|1.4211851342728263|0.8738938053097345|0.4440789473684211|(0, 4)
none|s01|VALENCE|0|11|0.20213857059062054|1.9723717225225348|0.918141592920354|0.42105263157894735|(0, 4)
none|s01|VALENCE|0|12|0.1828146812267008|1.377448249804346|0.9363938053097345|0.5131578947368421|(0, 4)
none|s01|VALENCE|0|13|0.14086852806199968|1.704484566261894|0.9474557522123894|0.45394736842105265|(0, 4)
none|s01|VALENCE|0|14|0.1059633933370356|2.0565978257279647|0.9618362831858407|0.4588815789473684|(0, 4)
none|s01|VALENCE|0|15|0.06278239202116971|2.4777530965052152|0.9828539823008849|0.43256578947368424|(0, 4)
none|s01|VALENCE|0|16|0.07302864969798685|2.1468856209202816|0.9762168141592921|0.43256578947368424|(0, 4)
none|s01|VALENCE|0|17|0.04933149440922832|3.474032477328652|0.9845132743362832|0.43585526315789475|(0, 4)
none|s01|VALENCE|0|18|0.04072400437466042|3.2346821866537394|0.9872787610619469|0.4276315789473684|(0, 4)
none|s01|VALENCE|0|19|0.027343005221131034|2.722534559274975|0.9922566371681416|0.46381578947368424|(0, 4)
none|s01|VALENCE|0|20|0.020753872057472447|3.1462055303548513|0.9966814159292036|0.4342105263157895|(0, 4)
none|s01|VALENCE|0|21|0.021352807019705333|3.6172774120381006|0.995575221238938|0.43256578947368424|(0, 4)
none|s01|VALENCE|0|22|0.029889206032153316|3.65255205882223|0.9911504424778761|0.4276315789473684|(0, 4)
none|s01|VALENCE|0|23|0.010787133363629815|3.2208776756336817|0.9988938053097345|0.4457236842105263|(0, 4)
none|s01|VALENCE|0|24|0.010210994290047844|3.5217893092255843|0.9977876106194691|0.4276315789473684|(0, 4)
none|s01|VALENCE|0|25|0.013554576665381448|4.0127364898982805|0.9972345132743363|0.4440789473684211|(0, 4)
none|s01|VALENCE|0|26|0.009527589446237616|3.3846091063399064|0.9988938053097345|0.44243421052631576|(0, 4)
