segment_number|len_reduction|par|stim_name|fold|epoch|train_loss|valid_loss|train_acc|valid_acc|epoch_times|test_loss|test_acc
3|None|all|VALENCE|0|0|0.6911628869446841|0.6893453299999237|0.5724431818181818|0.5546875|(0, 47)||
3|None|all|VALENCE|0|1|0.6862793917005713|0.6917688027024269|0.5681818181818182|0.5546875|(0, 30)||
3|None|all|VALENCE|0|2|0.685720447789539|0.6866145009795824|0.5681818181818182|0.5546875|(0, 28)||
3|None|all|VALENCE|0|3|0.6814694242043928|0.683766541381677|0.578125|0.5494791666666666|(0, 29)||
3|None|all|VALENCE|0|4|0.676366616379131|0.6823329453667005|0.5752840909090909|0.546875|(0, 28)|0.6823329428831736|0.546875
3|None|all|VALENCE|1|0|0.6909939050674438|0.6973956525325775|0.5681818181818182|0.5546875|(0, 29)||
3|None|all|VALENCE|1|1|0.6849496188488874|0.6858038852612177|0.5724431818181818|0.5546875|(0, 31)||
3|None|all|VALENCE|1|2|0.6862332536415621|0.6861169437567393|0.5639204545454546|0.5546875|(0, 20)||
3|None|all|VALENCE|1|3|0.6814399768005718|0.6827662214636803|0.5696022727272727|0.5651041666666666|(0, 10)||
3|None|all|VALENCE|1|4|0.6766743646426634|0.6803321093320847|0.578125|0.5651041666666666|(0, 13)||
3|None|all|VALENCE|1|5|0.6701455427841707|0.6744799042741457|0.6008522727272727|0.5807291666666666|(0, 23)|0.6744799092411995|0.5807291666666666
3|None|all|VALENCE|2|0|0.688040545040911|0.6876954187949499|0.5724431818181818|0.5546875|(0, 29)||
3|None|all|VALENCE|2|1|0.6851580549370159|0.6872791424393654|0.5795454545454546|0.5546875|(0, 29)||
3|None|all|VALENCE|2|2|0.6812340806831013|0.6862713595231374|0.578125|0.5546875|(0, 29)||
3|None|all|VALENCE|2|3|0.6804008524526249|0.6882436523834864|0.5838068181818182|0.5546875|(0, 19)||
3|None|all|VALENCE|2|4|0.6765615777535872|0.6871981372435888|0.5767045454545454|0.5546875|(0, 14)||
3|None|all|VALENCE|2|5|0.6774558966810053|0.6859328225255013|0.5795454545454546|0.5546875|(0, 19)||
3|None|all|VALENCE|2|6|0.6714458424936641|0.6861579070488611|0.5909090909090909|0.5546875|(0, 22)||
3|None|all|VALENCE|2|7|0.6674139906059612|0.6809620608886083|0.5880681818181818|0.5729166666666666|(0, 28)||
3|None|all|VALENCE|2|8|0.6618993214585565|0.6811633333563805|0.59375|0.5703125|(0, 17)||
3|None|all|VALENCE|2|9|0.6578419249166142|0.6827106575171152|0.6079545454545454|0.5729166666666666|(0, 10)||
3|None|all|VALENCE|2|10|0.6595658294179223|0.6795869941512743|0.6150568181818182|0.5703125|(0, 16)|0.6795870016018549|0.5703125
3|None|all|VALENCE|3|0|0.6896121881224893|0.6889815727869669|0.5724431818181818|0.5546875|(0, 13)||
3|None|all|VALENCE|3|1|0.6873821155591444|0.6882018422087034|0.5696022727272727|0.5546875|(0, 19)||
3|None|all|VALENCE|3|2|0.6832050450823524|0.6868221337596575|0.5767045454545454|0.5546875|(0, 27)||
3|None|all|VALENCE|3|3|0.6804917603731155|0.6904646158218384|0.578125|0.5546875|(0, 28)||
3|None|all|VALENCE|3|4|0.6794942901893095|0.6848410467306772|0.5823863636363636|0.5546875|(0, 26)||
3|None|all|VALENCE|3|5|0.6746383905410767|0.6808280348777771|0.5880681818181818|0.5833333333333334|(0, 13)||
3|None|all|VALENCE|3|6|0.6753989512270148|0.6800435706973076|0.5809659090909091|0.5755208333333334|(0, 11)||
3|None|all|VALENCE|3|7|0.6699293282898989|0.6797240898013115|0.5951704545454546|0.5703125|(0, 16)||
3|None|all|VALENCE|3|8|0.6711735454472628|0.6777124926447868|0.5866477272727273|0.5755208333333334|(0, 27)||
3|None|all|VALENCE|3|9|0.6656901280988347|0.6751472999652227|0.6079545454545454|0.5885416666666666|(0, 28)|0.6751472974816958|0.5885416666666666
3|None|all|VALENCE|4|0|0.6883091831749136|0.6894091044863065|0.5681818181818182|0.5520833333333334|(0, 30)||
3|None|all|VALENCE|4|1|0.6887647360563278|0.6883104418714842|0.5625|0.5520833333333334|(0, 29)||
3|None|all|VALENCE|4|2|0.6838369979099794|0.6871673141916593|0.5795454545454546|0.5520833333333334|(0, 29)||
3|None|all|VALENCE|4|3|0.6822388727556575|0.6863961145281792|0.5738636363636364|0.5546875|(0, 29)||
3|None|all|VALENCE|4|4|0.6771143051710996|0.6882583225766817|0.5852272727272727|0.5520833333333334|(0, 30)||
3|None|all|VALENCE|4|5|0.6788597296584736|0.6897534703214964|0.5710227272727273|0.5546875|(0, 29)||
3|None|all|VALENCE|4|6|0.6754588931798935|0.6860158691803614|0.5838068181818182|0.5625|(0, 29)||
3|None|all|VALENCE|4|7|0.6698687496510419|0.685495321949323|0.5909090909090909|0.5546875|(0, 10)||
3|None|all|VALENCE|4|8|0.67117778821425|0.6840234249830246|0.5866477272727273|0.5625|(0, 15)|0.684023437400659|0.5625
3|None|all|VALENCE|5|0|0.690153031186624|0.6918474212288857|0.5625|0.5520833333333334|(0, 11)||
3|None|all|VALENCE|5|1|0.6866528595035727|0.6883455117543539|0.5667613636363636|0.5546875|(0, 21)||
3|None|all|VALENCE|5|2|0.6844153769991614|0.6862372209628423|0.5667613636363636|0.5729166666666666|(0, 26)|0.6862372284134229|0.5729166666666666
3|None|all|VALENCE|6|0|0.6898855810815637|0.6868183190623919|0.5553977272727273|0.5520833333333334|(0, 30)||
3|None|all|VALENCE|6|1|0.6844674646854401|0.6868443538745245|0.5696022727272727|0.5520833333333334|(0, 28)||
3|None|all|VALENCE|6|2|0.6846845177086917|0.6871938208738962|0.5696022727272727|0.5520833333333334|(0, 29)||
3|None|all|VALENCE|6|3|0.6845418580553748|0.6889417245984077|0.5639204545454546|0.5416666666666666|(0, 28)||
3|None|all|VALENCE|6|4|0.681870923800902|0.6865079080065092|0.5667613636363636|0.5520833333333334|(0, 30)||
3|None|all|VALENCE|6|5|0.6750322634523566|0.6881463900208473|0.59375|0.5520833333333334|(0, 30)||
3|None|all|VALENCE|6|6|0.6757256903431632|0.6862050121029218|0.5767045454545454|0.5572916666666666|(0, 29)||
3|None|all|VALENCE|6|7|0.6740995171395215|0.6841873625914255|0.5767045454545454|0.5572916666666666|(0, 15)||
3|None|all|VALENCE|6|8|0.6691731444813989|0.6834566444158554|0.5923295454545454|0.5598958333333334|(0, 13)||
3|None|all|VALENCE|6|9|0.6645199493928389|0.6829877247413|0.5894886363636364|0.5651041666666666|(0, 17)||
3|None|all|VALENCE|6|10|0.66428888250481|0.6822873776157697|0.5951704545454546|0.5625|(0, 24)||
3|None|all|VALENCE|6|11|0.6522515565156937|0.6877521077791849|0.5994318181818182|0.5208333333333334|(0, 26)||
3|None|all|VALENCE|6|12|0.661973698572679|0.6843985815842947|0.5852272727272727|0.5572916666666666|(0, 28)||
3|None|all|VALENCE|6|13|0.6509618650783192|0.6874086732665697|0.6036931818181818|0.5442708333333334|(0, 25)||
3|None|all|VALENCE|6|14|0.6480717415159399|0.6870426386594772|0.6150568181818182|0.5520833333333334|(0, 24)||
3|None|all|VALENCE|6|15|0.6401482698592272|0.6805813039342562|0.6107954545454546|0.5677083333333334|(0, 27)|0.6805813039342562|0.5677083333333334
3|None|all|VALENCE|7|0|0.6890684433958747|0.6926587099830309|0.5724431818181818|0.5520833333333334|(0, 26)||
3|None|all|VALENCE|7|1|0.6858824586326425|0.688969316581885|0.5838068181818182|0.5546875|(0, 29)||
3|None|all|VALENCE|7|2|0.6832086850296367|0.6871811896562576|0.5696022727272727|0.5520833333333334|(0, 29)||
3|None|all|VALENCE|7|3|0.6831212084401738|0.7008957117795944|0.5795454545454546|0.5520833333333334|(0, 30)||
3|None|all|VALENCE|7|4|0.6777830990878019|0.6851937000950178|0.5681818181818182|0.5494791666666666|(0, 29)||
3|None|all|VALENCE|7|5|0.6717333170500669|0.6850784992178282|0.5894886363636364|0.5546875|(0, 10)||
3|None|all|VALENCE|7|6|0.6774039485237815|0.687424565354983|0.5823863636363636|0.5390625|(0, 10)||
3|None|all|VALENCE|7|7|0.6685707487843253|0.6847390880187353|0.5866477272727273|0.5546875|(0, 18)||
3|None|all|VALENCE|7|8|0.6701581911607222|0.685219886402289|0.5866477272727273|0.5546875|(0, 25)||
3|None|all|VALENCE|7|9|0.6682519844987176|0.6867516313989958|0.5880681818181818|0.5520833333333334|(0, 28)||
3|None|all|VALENCE|7|10|0.6682790273969824|0.6814466665188471|0.5767045454545454|0.5755208333333334|(0, 31)||
3|None|all|VALENCE|7|11|0.6606656299395994|0.6809176728129387|0.5980113636363636|0.5651041666666666|(0, 33)||
3|None|all|VALENCE|7|12|0.6520067927512255|0.6927793944875399|0.6221590909090909|0.5729166666666666|(0, 33)||
3|None|all|VALENCE|7|13|0.6413536911660974|0.6688180069128672|0.6221590909090909|0.5989583333333334|(0, 34)|0.6688180093963941|0.5989583333333334
3|None|all|VALENCE|8|0|0.6943662125955928|0.696357287466526|0.5213068181818182|0.5520833333333334|(0, 15)||
3|None|all|VALENCE|8|1|0.6848721368746324|0.6880083853999773|0.5809659090909091|0.5520833333333334|(0, 18)||
3|None|all|VALENCE|8|2|0.686426963318478|0.6852026730775833|0.5653409090909091|0.5625|(0, 28)||
3|None|all|VALENCE|8|3|0.6831263452768326|0.6858494058251381|0.5809659090909091|0.5703125|(0, 28)||
3|None|all|VALENCE|8|4|0.6819594529542056|0.6841070627172788|0.5752840909090909|0.5755208333333334|(0, 28)|0.6841070627172788|0.5755208333333334
3|None|all|VALENCE|9|0|0.6902934258634393|0.6887536197900772|0.5724431818181818|0.5520833333333334|(0, 30)||
3|None|all|VALENCE|9|1|0.6855632947249846|0.6877882008751234|0.5767045454545454|0.5520833333333334|(0, 28)||
3|None|all|VALENCE|9|2|0.6850889257409356|0.6874049703280131|0.5738636363636364|0.5520833333333334|(0, 30)||
3|None|all|VALENCE|9|3|0.679015954787081|0.6874019478758177|0.5823863636363636|0.5520833333333334|(0, 29)||
3|None|all|VALENCE|9|4|0.6763146600940011|0.6911074270804723|0.5880681818181818|0.5520833333333334|(0, 31)||
3|None|all|VALENCE|9|5|0.6720797121524811|0.6905723561843237|0.5866477272727273|0.5520833333333334|(0, 22)||
3|None|all|VALENCE|9|6|0.666460161859339|0.692858117322127|0.5923295454545454|0.5520833333333334|(0, 15)||
3|None|all|VALENCE|9|7|0.6811048144643957|0.6923434485991796|0.578125|0.5520833333333334|(0, 15)||
3|None|all|VALENCE|9|8|0.6736201224001971|0.6868859281142553|0.5852272727272727|0.5520833333333334|(0, 23)||
3|None|all|VALENCE|9|9|0.6661352461034601|0.6863192121187845|0.5880681818181818|0.5494791666666666|(0, 29)||
3|None|all|VALENCE|9|10|0.6597900986671448|0.6864074592789015|0.6008522727272727|0.5494791666666666|(0, 29)||
3|None|all|VALENCE|9|11|0.657992188226093|0.6922801434993744|0.6150568181818182|0.5520833333333334|(0, 30)||
3|None|all|VALENCE|9|12|0.6482844677838412|0.6860243529081345|0.6107954545454546|0.5442708333333334|(0, 29)||
3|None|all|VALENCE|9|13|0.6571910503235731|0.6844651450713476|0.5909090909090909|0.546875|(0, 29)||
3|None|all|VALENCE|9|14|0.6472143801775846|0.6844003895918528|0.6164772727272727|0.5416666666666666|(0, 30)||
3|None|all|VALENCE|9|15|0.6462826295332476|0.6836634402473768|0.6051136363636364|0.5520833333333334|(0, 24)|0.683663455148538|0.5520833333333334
3|None|all|AROUSAL|0|0|0.6848731474442915|0.695111999909083|0.5809659090909091|0.5755208333333334|(0, 39)||
3|None|all|AROUSAL|0|1|0.6695642268115823|0.6909532696008682|0.609375|0.5755208333333334|(0, 28)||
3|None|all|AROUSAL|0|2|0.6709499345584349|0.6902080799142519|0.6008522727272727|0.5755208333333334|(0, 29)||
3|None|all|AROUSAL|0|3|0.6726454875685952|0.6818304434418678|0.6008522727272727|0.5755208333333334|(0, 29)||
3|None|all|AROUSAL|0|4|0.6720072261311791|0.6740417256951332|0.6008522727272727|0.5755208333333334|(0, 29)||
3|None|all|AROUSAL|0|5|0.6652353473685004|0.6570383285482725|0.609375|0.5833333333333334|(0, 32)|0.6570383136471113|0.5833333333333334
3|None|all|AROUSAL|1|0|0.6850378418510611|0.6854082494974136|0.5852272727272727|0.5755208333333334|(0, 11)||
3|None|all|AROUSAL|1|1|0.6764736365188252|0.6841232031583786|0.59375|0.5755208333333334|(0, 21)||
