segment_number|len_reduction|par|stim_name|outer_fold|inner_fold|epoch|train_loss|valid_loss|train_acc|valid_acc|epoch_times|test_loss|test_acc
5|mean|all|VALENCE|0|0|0|0.6949541111514993|0.6921196967363358|0.5034246575342466|0.575|(0, 16)||
5|mean|all|VALENCE|0|0|1|0.6904348886176331|0.6911164224147797|0.5336757992228417|0.5671875|(0, 10)|0.6911164194345474|0.5671875
5|mean|all|VALENCE|1|0|0|0.6925650475776359|0.6932641342282295|0.5185502285826696|0.5171875|(0, 11)|0.6932641416788101|0.5171875
5|mean|all|VALENCE|2|0|0|0.6931010305064998|0.691161860525608|0.5079908677159923|0.5578125|(0, 11)|0.6911618679761886|0.5578125
5|mean|all|VALENCE|3|0|0|0.6931073681948936|0.6928541406989097|0.538527397260274|0.534375|(0, 10)|0.6928541392087937|0.534375
5|mean|all|VALENCE|4|0|0|0.6925393114351246|0.6902471095323562|0.5268264841543485|0.5640625|(0, 17)||
5|mean|all|VALENCE|4|0|1|0.6896459272463028|0.6899796783924103|0.5362442923735266|0.5625|(0, 11)|0.6899796843528747|0.5625
5|mean|all|VALENCE|5|0|0|0.6932966251895852|0.6893937826156616|0.5513698630136986|0.5609375|(0, 11)||
5|mean|all|VALENCE|5|0|1|0.6849631569156908|0.6874056935310364|0.5630707765278751|0.5609375|(0, 15)|0.6874056980013847|0.5609375
5|mean|all|VALENCE|6|0|0|0.6930352016671063|0.6871057942509651|0.4940068493150685|0.565625|(0, 15)|0.6871058002114296|0.565625
5|mean|all|VALENCE|7|0|0|0.6907223201777837|0.6890053257346154|0.5502283107744504|0.553125|(0, 12)|0.6890053316950798|0.553125
5|mean|all|VALENCE|8|0|0|0.6936418806036858|0.6895375341176987|0.5316780821917808|0.55625|(0, 16)||
5|mean|all|VALENCE|8|0|1|0.6874811812622906|0.6890933707356452|0.5602168951132526|0.55625|(0, 10)|0.6890933722257614|0.55625
5|mean|all|VALENCE|9|0|0|0.6914808448046854|0.6871056467294693|0.5493721463908888|0.5546875|(0, 11)||
