segment_number|len_reduction|par|stim_name|outer_fold|inner_fold|epoch|train_loss|valid_loss|train_acc|valid_acc|epoch_times|test_loss|test_acc
5|None|all|VALENCE|0|0|0|0.9084902217943375|0.7459976851940155|0.5365296806374641|0.49375|(0, 14)||
5|None|all|VALENCE|0|0|1|0.8545822354212199|0.7860690504312515|0.5653538814146225|0.5640625|(0, 13)||
5|None|all|VALENCE|0|0|2|0.7950072357915852|0.7523003041744232|0.5690639272128066|0.51875|(0, 13)||
5|None|all|VALENCE|0|0|3|0.8081491787547934|0.8536154344677925|0.5847602739726028|0.5578125|(0, 15)||
5|None|all|VALENCE|0|0|4|0.7619167562216929|0.8444067038595676|0.603595890410959|0.5578125|(0, 14)||
5|None|all|VALENCE|0|0|5|0.757523486875508|0.7184705615043641|0.6075913244730806|0.534375|(0, 16)|0.7184705629944801|0.534375
5|None|all|VALENCE|1|0|0|0.9916547965513517|1.0434554725885392|0.5054223745653074|0.546875|(0, 14)||
5|None|all|VALENCE|1|0|1|0.9534831300173721|0.6985210835933685|0.5336757992228417|0.55|(0, 14)|0.6985210746526718|0.55
5|None|all|VALENCE|2|0|0|0.9232783864622247|0.747531010210514|0.5253995436511628|0.5109375|(0, 14)||
5|None|all|VALENCE|2|0|1|0.8436979973969394|0.7613059528172016|0.5590753424657534|0.5484375|(0, 16)||
5|None|all|VALENCE|2|0|2|0.8345070636435731|0.8568840779364109|0.5682077628292449|0.475|(0, 16)||
5|None|all|VALENCE|2|0|3|0.8888288397495061|0.7402396500110626|0.5499429225105129|0.5453125|(0, 15)||
5|None|all|VALENCE|2|0|4|0.7886235942579296|0.7362357676029205|0.5633561643835616|0.53125|(0, 13)||
5|None|all|VALENCE|2|0|5|0.7291479604701473|0.7186023071408272|0.6318493150684932|0.5515625|(0, 14)|0.7186023116111755|0.5515625
5|None|all|VALENCE|3|0|0|0.949433928483153|0.7681981518864631|0.5045662101817457|0.534375|(0, 15)||
5|None|all|VALENCE|3|0|1|0.857431561979529|0.732780621945858|0.553082191780822|0.51875|(0, 14)||
5|None|all|VALENCE|3|0|2|0.8907451858259228|0.7677746310830116|0.5841894978529787|0.55|(0, 17)||
5|None|all|VALENCE|3|0|3|0.7909173581698169|0.7447429314255715|0.5702054794520548|0.53125|(0, 15)||
5|None|all|VALENCE|3|0|4|0.8371809182101733|0.72091473788023|0.5742009135141765|0.534375|(0, 15)|0.7209147453308106|0.534375
5|None|all|VALENCE|4|0|0|0.8425743865640196|0.7784468181431293|0.5399543381717107|0.5453125|(0, 15)||
5|None|all|VALENCE|4|0|1|0.8207297165916391|0.7128639638423919|0.5779109589041096|0.5390625|(0, 14)|0.7128639668226242|0.5390625
5|None|all|VALENCE|5|0|0|0.9059325154513529|0.7335288241505623|0.5356735162539025|0.5109375|(0, 15)|0.7335288271307945|0.5109375
5|None|all|VALENCE|6|0|0|1.0778425131758598|0.726165109872818|0.502568493150685|0.5578125|(0, 14)||
5|None|all|VALENCE|6|0|1|0.8217560134521903|0.7249200478196144|0.5861872148840395|0.5609375|(0, 13)||
5|None|all|VALENCE|6|0|2|0.8313749342748563|0.7650874614715576|0.5810502285826696|0.515625|(0, 13)||
5|None|all|VALENCE|6|0|3|0.8346058444617546|0.7153505250811577|0.5784817354319847|0.578125|(0, 15)||
5|None|all|VALENCE|6|0|4|0.7622809573395611|0.7127713583409786|0.5978881279899649|0.5703125|(0, 15)|0.7127713494002819|0.5703125
5|None|all|VALENCE|7|0|0|0.9025032908132632|0.7714768826961518|0.5459474888566422|0.475|(0, 15)||
5|None|all|VALENCE|7|0|1|0.8012381138866895|0.8877167746424675|0.5679223745653074|0.4671875|(0, 13)||
5|None|all|VALENCE|7|0|2|0.906905860117037|0.783037754893303|0.5844748861169162|0.565625|(0, 14)||
5|None|all|VALENCE|7|0|3|0.8147288695590137|1.16398815959692|0.5956050231032175|0.4484375|(0, 15)||
5|None|all|VALENCE|7|0|4|0.810075046264962|0.8281219206750393|0.616152968308697|0.5015625|(0, 16)||
5|None|all|VALENCE|7|0|5|0.807278963392728|0.7615647405385971|0.6098744293598279|0.5265625|(0, 15)||
5|None|all|VALENCE|7|0|6|0.7113664358446042|0.7559367090463638|0.6312785389488691|0.5515625|(0, 16)||
5|None|all|VALENCE|7|0|7|0.7491117021808885|0.7771828904747963|0.6212899546100669|0.5765625|(0, 12)||
5|None|all|VALENCE|7|0|8|0.6819877016217741|0.755424752831459|0.6466894978529787|0.5375|(0, 12)|0.7554247409105301|0.5375
5|None|all|VALENCE|8|0|0|0.9621986297711934|0.7191478937864304|0.5582191780821918|0.58125|(0, 9)||
5|None|all|VALENCE|8|0|1|0.8187406699951381|0.7011438697576523|0.559360730729691|0.5859375|(0, 6)|0.7011438727378845|0.5859375
5|None|all|VALENCE|9|0|0|0.9759510081924804|0.7560464717447758|0.5171232876712328|0.5421875|(0, 10)||
5|None|all|VALENCE|9|0|1|0.8326992572170414|0.7729435130953789|0.592180365568971|0.5640625|(0, 1)||
5|None|all|VALENCE|9|0|2|0.7905294695129134|0.7671341158449649|0.5993150684931506|0.559375|(0, 1)||
5|None|all|VALENCE|9|0|3|0.7137986548142891|0.7584310509264469|0.6255707765278751|0.5640625|(0, 10)||
5|None|all|VALENCE|9|0|4|0.7685630807321365|0.7951184928417205|0.6001712328767124|0.55|(0, 7)||
5|None|all|VALENCE|9|0|5|0.7238540184007932|0.7821986064314842|0.6124429225105129|0.54375|(0, 13)||
5|None|all|VALENCE|9|0|6|0.8029328049862221|0.7473469153046608|0.6033105025552723|0.5578125|(0, 6)|0.7473469063639641|0.5578125
5|None|all|AROUSAL|0|0|0|0.8751682357428825|0.7424187541007996|0.5345319636064033|0.5765625|(0, 14)||
5|None|all|AROUSAL|0|0|1|0.8905419944083854|0.7413308039307595|0.5499429225105129|0.584375|(0, 15)||
5|None|all|AROUSAL|0|0|2|0.8167815367652945|0.704984350502491|0.5693493150684932|0.596875|(0, 17)|0.7049843527376651|0.596875
5|None|all|AROUSAL|1|0|0|1.0159844127419877|0.7394839853048325|0.5382420094045874|0.5|(0, 13)||
5|None|all|AROUSAL|1|0|1|0.8152684924537188|0.7043778210878372|0.5824771690858553|0.5859375|(0, 12)|0.7043778240680695|0.5859375
5|None|all|AROUSAL|2|0|0|0.9066355889790678|0.7454715549945832|0.5476598176237655|0.4890625|(0, 13)||
5|None|all|AROUSAL|2|0|1|0.8642352676554902|1.0197419479489327|0.5627853882639375|0.4359375|(0, 14)||
5|None|all|AROUSAL|2|0|2|0.8514523620474829|0.6975921362638473|0.5739155252502389|0.5609375|(0, 13)||
5|None|all|AROUSAL|2|0|3|0.7648405624579077|0.8196764796972275|0.5987442923735266|0.4953125|(0, 12)||
5|None|all|AROUSAL|2|0|4|0.7568712589675433|0.7079910427331925|0.6024543381717107|0.5703125|(0, 15)||
5|None|all|AROUSAL|2|0|5|0.6804206338647294|0.7609078675508499|0.639554794520548|0.5171875|(0, 11)||
5|None|all|AROUSAL|2|0|6|0.7412404262856261|0.7426785603165627|0.6101598176237655|0.5734375|(0, 16)||
5|None|all|AROUSAL|2|0|7|0.7171698647410902|0.7420172736048698|0.634417808219178|0.5796875|(0, 13)||
5|None|all|AROUSAL|2|0|8|0.7009623601828536|0.6937917083501816|0.646404109589041|0.6|(0, 12)|0.6937917061150074|0.6
5|None|all|AROUSAL|3|0|0|0.952003397761959|0.6835531190037727|0.5228310505004778|0.596875|(0, 0)||
5|None|all|AROUSAL|3|0|1|0.7760011292483708|0.6795472756028176|0.5941780821917808|0.58125|(0, 0)|0.679547281563282|0.58125
5|None|all|AROUSAL|4|0|0|1.0492704861784634|0.7687149040400982|0.5485159820073271|0.571875|(0, 14)||
5|None|all|AROUSAL|4|0|1|0.8999597707839861|0.7773762091994285|0.5742009135141765|0.58125|(0, 14)||
5|None|all|AROUSAL|4|0|2|0.7114868082412301|0.6848043009638787|0.6469748861169162|0.6046875|(0, 14)|0.6848042964935303|0.6046875
5|None|all|AROUSAL|5|0|0|0.9046952434598583|0.7098535820841789|0.559931506849315|0.5359375|(0, 0)||
5|None|all|AROUSAL|5|0|1|0.8642053861324102|0.7154375888407231|0.5704908677159923|0.5953125|(0, 1)||
5|None|all|AROUSAL|5|0|2|0.8174126764682874|0.6865372598171234|0.5944634704557183|0.5859375|(0, 0)||
5|None|all|AROUSAL|5|0|3|0.7438305408170779|0.6672624528408051|0.6247146121443135|0.6234375|(0, 0)|0.6672624602913857|0.6234375
5|None|all|AROUSAL|6|0|0|0.8431208901209374|0.7057561196386815|0.5525114156611978|0.6078125|(0, 14)||
5|None|all|AROUSAL|6|0|1|0.8365154825661281|0.7382991880178451|0.6264269409114367|0.5203125|(0, 11)||
5|None|all|AROUSAL|6|0|2|0.8111357717481378|0.7568142049014568|0.6164383561643836|0.60625|(0, 10)||
5|None|all|AROUSAL|6|0|3|0.7351662704389389|1.0744243159890174|0.6412671232876712|0.5859375|(0, 11)||
5|None|all|AROUSAL|6|0|4|0.8123257303074615|0.946223609149456|0.6592465753424658|0.590625|(0, 10)||
5|None|all|AROUSAL|6|0|5|0.7015054164683983|0.6930469997227192|0.6649543381717107|0.6|(0, 12)|0.6930470049381257|0.6
5|None|all|AROUSAL|7|0|0|0.8848075723811372|0.6548314735293388|0.5507990868940745|0.6234375|(0, 14)||
5|None|all|AROUSAL|7|0|1|0.864542741481572|0.6516428627073765|0.5841894978529787|0.6171875|(0, 13)||
5|None|all|AROUSAL|7|0|2|0.7482477487766579|0.6266307912766933|0.6198630136986302|0.6671875|(0, 9)|0.6266307979822159|0.6671875
5|None|all|AROUSAL|8|0|0|0.898839970974073|0.6630056634545326|0.5442351600895189|0.634375|(0, 0)|0.6630056612193584|0.634375
5|None|all|AROUSAL|9|0|0|0.9114124701447683|0.7654204741120338|0.5462328767123288|0.5|(0, 1)||
5|None|all|AROUSAL|9|0|1|0.8444856593053635|0.8277510046958924|0.5813356164383562|0.50625|(0, 3)||
5|None|all|AROUSAL|9|0|2|0.7796297885783731|0.7528304338455201|0.6121575342465754|0.6125|(0, 0)||
5|None|all|AROUSAL|9|0|3|0.8406242144434419|0.7628780737519264|0.5773401827844855|0.5828125|(0, 1)||
5|None|all|AROUSAL|9|0|4|0.7119548222790025|0.7338579565286636|0.6518264841543485|0.590625|(0, 0)||
5|None|all|AROUSAL|9|0|5|0.7382944716166143|0.717119200527668|0.6532534246575342|0.5671875|(0, 0)||
5|None|all|AROUSAL|9|0|6|0.6615967517846251|0.8527810111641884|0.6655251142913348|0.525|(0, 0)||
5|None|all|AROUSAL|9|0|7|0.7351160073933536|0.7109780237078667|0.660958904109589|0.6015625|(0, 0)|0.7109780348837376|0.6015625
