segment_number|len_reduction|par|stim_name|outer_fold|inner_fold|epoch|train_loss|valid_loss|train_acc|valid_acc|epoch_times|test_loss|test_acc
3|None|all|VALENCE|0|0|0|0.6981100616129962|0.6984137073159218|0.5093750005418604|0.5130208333333334|(0, 57)|0.698413722217083|0.5130208333333334
3|None|all|VALENCE|1|0|0|0.6964368982748552|0.7065715516606966|0.5079545459964059|0.4505208333333333|(0, 34)|0.7065715615948042|0.4505208333333333
3|None|all|VALENCE|2|0|0|0.6920768997885964|0.7017528787255287|0.5392045459964059|0.4739583333333333|(1, 1)|0.701752873758475|0.4739583333333333
3|None|all|VALENCE|3|0|0|0.6912599991668354|0.6979867791136106|0.5144886364313689|0.5078125|(0, 54)|0.697986789047718|0.5078125
3|None|all|VALENCE|4|0|0|0.695020313967358|0.6978385622302691|0.5102272727950052|0.4895833333333333|(0, 35)|0.6978385547796885|0.4895833333333333
3|None|all|VALENCE|5|0|0|0.6949226273731752|0.6936314751704534|0.5008522732691332|0.5390625|(0, 59)|0.6936314726869265|0.5390625
3|None|all|VALENCE|6|0|0|0.688016258857467|0.6917480702201525|0.5454545454545454|0.5078125|(0, 29)|0.6917480627695719|0.5078125
3|None|all|VALENCE|7|0|0|0.6847433217547156|0.6957253689567248|0.5593750002709302|0.5078125|(0, 58)|0.6957253615061442|0.5078125
3|None|all|VALENCE|8|0|0|0.6880559149113569|0.6912846441070238|0.5463068187236786|0.5442708333333334|(0, 28)|0.6912846316893896|0.5442708333333334
3|None|all|VALENCE|9|0|0|0.6856039667671378|0.6838509316245714|0.5684659091586416|0.5572916666666666|(0, 27)|0.6838509316245714|0.5572916666666666
3|None|all|AROUSAL|0|0|0|0.6846112473444506|0.6789284199476242|0.5338068184527484|0.5572916666666666|(1, 3)||
3|None|all|AROUSAL|0|0|1|0.6350999908013777|0.6720582644144694|0.6696022728627379|0.5911458333333334|(1, 4)||
3|None|all|AROUSAL|0|0|2|0.5918009166013111|0.67167795697848|0.7150568183172833|0.5963541666666666|(1, 3)|0.6716779495278994|0.5963541666666666
3|None|all|AROUSAL|1|0|0|0.6786705688996748|0.68510835369428|0.5789772732691332|0.5625|(1, 4)|0.6851083636283875|0.5625
3|None|all|AROUSAL|2|0|0|0.6786931387402795|0.6839173113306364|0.5718750005418604|0.5807291666666666|(0, 28)|0.6839173088471094|0.5807291666666666
3|None|all|AROUSAL|3|0|0|0.6765762242403898|0.6756713738044103|0.5946022732691332|0.5807291666666666|(1, 2)||
3|None|all|AROUSAL|3|0|1|0.6249401799657128|0.6731405357519785|0.6767045455900106|0.59375|(1, 5)|0.6731405283013979|0.59375
3|None|all|AROUSAL|4|0|0|0.679888828234239|0.6719492475191752|0.5764204548163847|0.5859375|(0, 45)||
3|None|all|AROUSAL|4|0|1|0.6118621399456804|0.6672367230057716|0.6829545457254756|0.6041666666666666|(0, 37)|0.6672367254892985|0.6041666666666666
3|None|all|AROUSAL|5|0|0|0.6776982058178295|0.6784543146689733|0.5690340914509513|0.5703125|(0, 34)|0.6784543146689733|0.5703125
3|None|all|AROUSAL|6|0|0|0.6789317185228522|0.6795593475302061|0.5548295459964059|0.578125|(0, 57)||
3|None|all|AROUSAL|6|0|1|0.6176290268247778|0.675083282093207|0.6545454548163847|0.6145833333333334|(0, 58)|0.6750832796096802|0.6145833333333334
3|None|all|AROUSAL|7|0|0|0.6761553720994429|0.6667655309041342|0.5656250000677325|0.5885416666666666|(1, 0)||
3|None|all|AROUSAL|7|0|1|0.6133643219416792|0.6590625991423925|0.6803977272727273|0.5885416666666666|(0, 57)|0.6590626065929731|0.5885416666666666
3|None|all|AROUSAL|8|0|0|0.6805846217003736|0.6646732091903687|0.5701704546809196|0.609375|(0, 58)||
3|None|all|AROUSAL|8|0|1|0.6115111911838705|0.6519886900981268|0.6997159096327695|0.6041666666666666|(1, 0)|0.6519886876145998|0.6041666666666666
3|None|all|AROUSAL|9|0|0|0.6805693737485192|0.6790532221396764|0.5579545457254756|0.5833333333333334|(0, 59)||
3|None|all|AROUSAL|9|0|1|0.6204666535962712|0.6723138491312662|0.6997159096327695|0.5963541666666666|(0, 39)||
3|None|all|AROUSAL|9|0|2|0.5674925263632428|0.6676224693655968|0.7241477275436575|0.6171875|(0, 33)|0.6676224594314893|0.6171875
