,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,param_max_iter,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,mean_train_score,std_train_score
0,0.0009889867570665148,0.00020877656210281398,0.0004261599646674262,1.8797678767625727e-05,0.01,linear,100000,,"{'C': 0.01, 'kernel': 'linear', 'max_iter': 100000}",0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.0,3,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.0
1,0.0012042522430419922,0.00016892972844689518,0.0003799862331814236,5.734007062413695e-05,1.0,linear,100000,,"{'C': 1.0, 'kernel': 'linear', 'max_iter': 100000}",0.6666666666666666,0.75,0.8333333333333334,0.75,0.75,0.8333333333333334,0.75,0.6666666666666666,0.8333333333333334,0.7592592592592592,0.0614189775991741,2,0.8229166666666666,0.8125,0.7916666666666666,0.8541666666666666,0.8125,0.84375,0.8229166666666666,0.8333333333333334,0.78125,0.8194444444444444,0.021960261528947075
2,0.026874648200141057,0.00516489751579783,0.00047167142232259113,2.384371220477394e-05,100.0,linear,100000,,"{'C': 100.0, 'kernel': 'linear', 'max_iter': 100000}",0.5,0.6666666666666666,0.75,0.6666666666666666,0.75,0.75,0.75,0.5833333333333334,0.8333333333333334,0.6944444444444443,0.09622504486493763,46,0.8541666666666666,0.8125,0.8125,0.875,0.8333333333333334,0.8541666666666666,0.8333333333333334,0.8645833333333334,0.78125,0.8356481481481483,0.028113328244192402
3,0.08393738004896376,0.0020551399287915234,0.0004948774973551432,7.91050825246234e-05,10000.0,linear,100000,,"{'C': 10000.0, 'kernel': 'linear', 'max_iter': 100000}",0.5833333333333334,0.6666666666666666,0.6666666666666666,0.5,0.5,0.4166666666666667,0.6666666666666666,0.25,0.4166666666666667,0.5185185185185186,0.13481684980149106,53,0.6354166666666666,0.59375,0.6666666666666666,0.4583333333333333,0.5729166666666666,0.5625,0.6770833333333334,0.5729166666666666,0.5729166666666666,0.5902777777777778,0.0619185920143299
4,0.08354865180121528,0.001468239628842453,0.0004891289605034722,3.550260189746528e-05,1000000.0,linear,100000,,"{'C': 1000000.0, 'kernel': 'linear', 'max_iter': 100000}",0.4166666666666667,0.5833333333333334,0.3333333333333333,0.5,0.5,0.5,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.5185185185185185,0.15101394842870455,54,0.6979166666666666,0.5833333333333334,0.4895833333333333,0.65625,0.5729166666666666,0.5104166666666666,0.3854166666666667,0.53125,0.6770833333333334,0.5671296296296295,0.09485093170624018
5,0.08403809865315755,0.0015903179976948212,0.00048722161187065975,2.7123916126738735e-05,100000000.0,linear,100000,,"{'C': 100000000.0, 'kernel': 'linear', 'max_iter': 100000}",0.4166666666666667,0.5833333333333334,0.3333333333333333,0.5,0.5,0.5,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.5185185185185185,0.15101394842870455,54,0.6979166666666666,0.5833333333333334,0.4895833333333333,0.65625,0.5729166666666666,0.5104166666666666,0.3854166666666667,0.53125,0.6770833333333334,0.5671296296296295,0.09485093170624018
6,0.08301228947109646,0.0019251181057769698,0.0005278322431776258,2.5257981312351608e-05,10000000000.0,linear,100000,,"{'C': 10000000000.0, 'kernel': 'linear', 'max_iter': 100000}",0.4166666666666667,0.5833333333333334,0.3333333333333333,0.5,0.5,0.5,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.5185185185185185,0.15101394842870455,54,0.6979166666666666,0.5833333333333334,0.4895833333333333,0.65625,0.5729166666666666,0.5104166666666666,0.3854166666666667,0.53125,0.6770833333333334,0.5671296296296295,0.09485093170624018
7,0.0007167922125922309,3.4010876401776734e-05,0.0003704229990641276,6.282881220516323e-06,0.01,rbf,100000,1e-09,"{'C': 0.01, 'gamma': 1e-09, 'kernel': 'rbf', 'max_iter': 100000}",0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.0,3,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.0
8,0.0007093482547336154,2.8418805184102083e-05,0.00037037001715766057,8.923008772768943e-06,0.01,rbf,100000,1e-07,"{'C': 0.01, 'gamma': 1e-07, 'kernel': 'rbf', 'max_iter': 100000}",0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.0,3,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.0
9,0.0007384883032904731,4.576147893560012e-05,0.0005967352125379774,0.000631755045244807,0.01,rbf,100000,1e-05,"{'C': 0.01, 'gamma': 1e-05, 'kernel': 'rbf', 'max_iter': 100000}",0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.0,3,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.0
10,0.0007163418663872613,2.3079747956821567e-05,0.0003730720943874783,9.319545961950172e-06,0.01,rbf,100000,0.001,"{'C': 0.01, 'gamma': 0.001, 'kernel': 'rbf', 'max_iter': 100000}",0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.0,3,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.0
