segment_number|len_reduction|par|stim_name|outer_fold|inner_fold|epoch|train_loss|valid_loss|train_acc|valid_acc|epoch_times|test_loss|test_acc
1|None|all|VALENCE|0|0|0|0.6992462674776713|0.6934650912880898|0.4785714308420817|0.4453125|(0, 3)||
1|None|all|VALENCE|0|0|1|0.6905957142512004|0.6927781030535698|0.5410714308420818|0.5390625|(0, 3)||
1|None|all|VALENCE|0|0|2|0.6872290372848511|0.6922795251011848|0.5797619064648946|0.5234375|(0, 3)||
1|None|all|VALENCE|0|0|3|0.6819366296132405|0.6923405975103378|0.5577380975087484|0.5703125|(0, 3)||
1|None|all|VALENCE|0|0|4|0.6748217940330505|0.6920608356595039|0.5797619064648946|0.546875|(0, 3)||
1|None|all|VALENCE|0|0|5|0.6732814311981201|0.6910898461937904|0.563095239798228|0.53125|(0, 4)||
1|None|all|VALENCE|0|0|6|0.6602110028266907|0.6910588145256042|0.6089285731315612|0.546875|(0, 5)||
1|None|all|VALENCE|0|0|7|0.6488844513893127|0.6907953321933746|0.6309523820877075|0.5390625|(0, 4)||
1|None|all|VALENCE|0|0|8|0.6343595107396444|0.6907127350568771|0.6321428616841634|0.5234375|(0, 3)||
1|None|all|VALENCE|0|0|9|0.6129040638605754|0.6896560713648796|0.6613095283508301|0.5390625|(0, 3)||
1|None|all|VALENCE|0|0|10|0.6001687169075012|0.6889531686902046|0.6482142865657806|0.5234375|(0, 3)||
1|None|all|VALENCE|0|0|11|0.584542711575826|0.6888190656900406|0.6535714308420817|0.5546875|(0, 4)||
1|None|all|VALENCE|0|0|12|0.5601394196351369|0.6888172253966331|0.7196428616841634|0.546875|(0, 4)||
1|None|all|VALENCE|0|0|13|0.5431952615578969|0.687639869749546|0.694047619899114|0.546875|(0, 4)||
1|None|all|VALENCE|0|0|14|0.5495218793551128|0.6876663416624069|0.713095239798228|0.546875|(0, 5)||
1|None|all|VALENCE|0|0|15|0.511721666653951|0.6867674514651299|0.7434523820877075|0.5390625|(0, 6)||
