segment_number|len_reduction|par|stim_name|outer_fold|inner_fold|epoch|train_loss|valid_loss|train_acc|valid_acc|epoch_times|test_loss|test_acc
1|None|all|VALENCE|0|0|0|0.6942808349927266|0.6951211467385292|0.4892857154210409|0.4609375|(0, 24)|0.695121131837368|0.4609375
1|None|all|VALENCE|1|0|0|0.6974287509918213|0.6949411258101463|0.4785714308420817|0.4609375|(0, 26)|0.6949411332607269|0.4609375
1|None|all|VALENCE|2|0|0|0.6983096996943156|0.7061874121427536|0.5035714308420817|0.453125|(0, 26)|0.7061874121427536|0.453125
1|None|all|VALENCE|3|0|0|0.7021259466807047|0.6946828961372375|0.49523809750874836|0.578125|(0, 25)||
1|None|all|VALENCE|3|0|1|0.6494186441103618|0.694058358669281|0.7279761950174968|0.5546875|(0, 25)|0.6940583512187004|0.5546875
1|None|all|VALENCE|4|0|0|0.6978591998418172|0.695079006254673|0.45|0.4453125|(0, 25)||
1|None|all|VALENCE|4|0|1|0.6453990419705709|0.6912882551550865|0.7309523820877075|0.5|(0, 25)|0.6912882477045059|0.5
1|None|all|VALENCE|5|0|0|0.7000436663627625|0.6924944221973419|0.48273809750874835|0.546875|(0, 25)|0.6924944147467613|0.546875
1|None|all|VALENCE|6|0|0|0.7005678256352742|0.6965508237481117|0.44940476417541503|0.5078125|(0, 25)|0.6965508237481117|0.5078125
1|None|all|VALENCE|7|0|0|0.6938170353571574|0.7010246217250824|0.500595239798228|0.4609375|(0, 24)|0.701024629175663|0.4609375
1|None|all|VALENCE|8|0|0|0.7003610889116924|0.6865275800228119|0.469047619899114|0.53125|(0, 24)||
1|None|all|VALENCE|8|0|1|0.6521835605303447|0.6788496971130371|0.6964285731315613|0.546875|(0, 24)||
1|None|all|VALENCE|8|0|2|0.6169490337371826|0.6719778552651405|0.7684523820877075|0.5546875|(0, 25)||
1|None|all|VALENCE|8|0|3|0.5842277487119039|0.6686913594603539|0.8309523820877075|0.5546875|(0, 26)||
1|None|all|VALENCE|8|0|4|0.5422280748685201|0.6653280034661293|0.8642857154210408|0.59375|(0, 26)|0.6653279960155487|0.59375
1|None|all|VALENCE|9|0|0|0.6993321379025778|0.6801844164729118|0.48690476417541506|0.5859375|(0, 24)|0.6801844090223312|0.5859375
1|None|all|AROUSAL|0|0|0|0.6956218679745992|0.6838386207818985|0.5464285731315612|0.546875|(0, 27)||
1|None|all|AROUSAL|0|0|1|0.6394249717394511|0.6794602498412132|0.6892857154210409|0.5390625|(0, 26)||
1|None|all|AROUSAL|0|0|2|0.6115720828374227|0.6766253411769867|0.775595239798228|0.5625|(0, 25)||
1|None|all|AROUSAL|0|0|3|0.5762149294217428|0.6750752627849579|0.7892857154210409|0.546875|(0, 26)|0.6750752925872803|0.546875
1|None|all|AROUSAL|1|0|0|0.6883033553759257|0.6875898540019989|0.5559523820877075|0.53125|(0, 26)||
1|None|all|AROUSAL|1|0|1|0.6326299587885539|0.6843971684575081|0.6523809532324473|0.53125|(0, 25)|0.6843971610069275|0.53125
1|None|all|AROUSAL|2|0|0|0.6920199910799663|0.6855361014604568|0.525595239798228|0.53125|(0, 25)||
1|None|all|AROUSAL|2|0|1|0.6447928786277771|0.6782419010996819|0.7017857154210408|0.609375|(0, 26)||
1|None|all|AROUSAL|2|0|2|0.6048734505971273|0.6762700751423836|0.7434523820877075|0.6328125|(0, 26)||
1|None|all|AROUSAL|2|0|3|0.5744160135587056|0.6731656789779663|0.7613095283508301|0.6484375|(0, 26)||
1|None|all|AROUSAL|2|0|4|0.5411924839019775|0.6731161996722221|0.7839285731315613|0.65625|(0, 27)|0.6731161996722221|0.65625
1|None|all|AROUSAL|3|0|0|0.6984888831774394|0.6797686591744423|0.44404761989911395|0.59375|(0, 26)||
1|None|all|AROUSAL|3|0|1|0.6433099865913391|0.6705326810479164|0.7005952397982279|0.5546875|(0, 25)||
1|None|all|AROUSAL|3|0|2|0.6039861440658569|0.6626471281051636|0.7851190487543742|0.578125|(0, 26)||
1|None|all|AROUSAL|3|0|3|0.5704075177510579|0.6561734080314636|0.7892857154210409|0.59375|(0, 26)||
1|None|all|AROUSAL|3|0|4|0.5366308192412058|0.6560011133551598|0.8059523820877075|0.5703125|(0, 26)|0.6560011133551598|0.5703125
1|None|all|AROUSAL|4|0|0|0.6924914201100667|0.6869555860757828|0.5315476198991139|0.5078125|(0, 26)||
1|None|all|AROUSAL|4|0|1|0.6331814328829447|0.6791771054267883|0.6988095283508301|0.5546875|(0, 26)||
1|None|all|AROUSAL|4|0|2|0.5888657927513122|0.6780596375465393|0.7547619064648946|0.5703125|(0, 25)|0.6780596449971199|0.5703125
1|None|all|AROUSAL|5|0|0|0.6910520633061726|0.6880267187952995|0.5202380975087484|0.5390625|(0, 26)|0.6880267187952995|0.5390625
1|None|all|AROUSAL|6|0|0|0.6858550389607747|0.6808307617902756|0.5589285731315613|0.5546875|(0, 26)||
1|None|all|AROUSAL|6|0|1|0.6263379216194153|0.6764137893915176|0.7059523820877075|0.5859375|(0, 26)||
1|None|all|AROUSAL|6|0|2|0.5824829578399658|0.6755811274051666|0.7255952397982279|0.59375|(0, 26)|0.6755811348557472|0.59375
1|None|all|AROUSAL|7|0|0|0.7163685878117879|0.6860624998807907|0.3982142865657806|0.5625|(0, 26)||
1|None|all|AROUSAL|7|0|1|0.6484833478927612|0.6730242669582367|0.6601190487543742|0.53125|(0, 26)||
1|None|all|AROUSAL|7|0|2|0.6121855457623799|0.6692733317613602|0.7202380975087483|0.53125|(0, 26)||
1|None|all|AROUSAL|7|0|3|0.5648425161838532|0.6655435040593147|0.7583333333333333|0.5390625|(0, 27)|0.6655434891581535|0.5390625
1|None|all|AROUSAL|8|0|0|0.6919751365979513|0.6639519706368446|0.5107142865657807|0.65625|(0, 25)||
1|None|all|AROUSAL|8|0|1|0.6332772334416708|0.6513809114694595|0.731547619899114|0.6171875|(0, 27)||
1|None|all|AROUSAL|8|0|2|0.5927731116612752|0.6416858807206154|0.7779761950174967|0.625|(0, 26)||
1|None|all|AROUSAL|8|0|3|0.5565195520718892|0.6322685852646828|0.7863095283508301|0.6171875|(0, 26)||
1|None|all|AROUSAL|8|0|4|0.503372073173523|0.6255087107419968|0.8333333333333334|0.6328125|(0, 26)||
1|None|all|AROUSAL|8|0|5|0.47450207471847533|0.6196249350905418|0.8184523820877075|0.625|(0, 27)|0.6196249648928642|0.625
1|None|all|AROUSAL|9|0|0|0.6893006126085918|0.6849186569452286|0.5339285731315613|0.5859375|(0, 28)||
1|None|all|AROUSAL|9|0|1|0.6287766734759013|0.6790951564908028|0.7267857154210409|0.6171875|(0, 28)||
1|None|all|AROUSAL|9|0|2|0.5814655383427938|0.6737664490938187|0.8083333333333333|0.609375|(0, 28)||
1|None|all|AROUSAL|9|0|3|0.543556272983551|0.6722406148910522|0.8333333333333334|0.625|(0, 32)||
1|None|all|AROUSAL|9|0|4|0.5101135651270549|0.6708275526762009|0.8392857154210408|0.625|(0, 28)|0.6708275377750397|0.625
