segment_number|len_reduction|par|stim_name|outer_fold|inner_fold|epoch|train_loss|valid_loss|train_acc|valid_acc|epoch_times|test_loss|test_acc
1|mean|all|VALENCE|0|0|0|0.6940559426943461|0.6942800134420395|0.4839285731315613|0.4453125|(0, 29)||
1|mean|all|VALENCE|0|0|1|0.6936275959014893|0.6948166415095329|0.48690476417541506|0.453125|(0, 33)||
1|mean|all|VALENCE|0|0|2|0.6939526955286662|0.6909846514463425|0.5077380975087483|0.5625|(0, 17)||
1|mean|all|VALENCE|0|0|3|0.6932417829831441|0.6906951516866684|0.506547619899114|0.5546875|(0, 32)|0.6906951442360878|0.5546875
1|mean|all|VALENCE|1|0|0|0.6945137500762939|0.6920943334698677|0.469047619899114|0.546875|(0, 34)||
1|mean|all|VALENCE|1|0|1|0.6930623849232992|0.6917204484343529|0.524404764175415|0.546875|(0, 33)||
1|mean|all|VALENCE|1|0|2|0.6910000085830689|0.691477432847023|0.5464285731315612|0.5546875|(0, 34)||
1|mean|all|VALENCE|1|0|3|0.691903539498647|0.6895217373967171|0.5315476198991139|0.546875|(0, 34)||
1|mean|all|VALENCE|1|0|4|0.6882332483927409|0.6914409473538399|0.5988095283508301|0.5234375|(0, 34)||
1|mean|all|VALENCE|1|0|5|0.689279838403066|0.6892508119344711|0.5726190487543742|0.5390625|(0, 37)|0.6892508268356323|0.5390625
1|mean|all|VALENCE|2|0|0|0.6931283156077067|0.6982812508940697|0.499404764175415|0.4453125|(0, 34)||
1|mean|all|VALENCE|2|0|1|0.6922284245491028|0.6958595886826515|0.499404764175415|0.4609375|(0, 32)|0.6958595737814903|0.4609375
1|mean|all|VALENCE|3|0|0|0.6966736912727356|0.690831795334816|0.42321428656578064|0.5625|(0, 30)||
1|mean|all|VALENCE|3|0|1|0.6918173670768738|0.692415677011013|0.506547619899114|0.5390625|(0, 19)||
1|mean|all|VALENCE|3|0|2|0.6927296201388041|0.6925497725605965|0.524404764175415|0.5390625|(0, 31)||
1|mean|all|VALENCE|3|0|3|0.6910456856091817|0.69063650816679|0.525595239798228|0.546875|(0, 34)||
1|mean|all|VALENCE|3|0|4|0.6914950331052144|0.6889969855546951|0.5422619064648946|0.5546875|(0, 30)|0.6889969855546951|0.5546875
1|mean|all|VALENCE|4|0|0|0.6930062731107076|0.691673256456852|0.524404764175415|0.546875|(0, 34)||
1|mean|all|VALENCE|4|0|1|0.6929102142651876|0.6915595531463623|0.5232142865657806|0.546875|(0, 33)||
1|mean|all|VALENCE|4|0|2|0.6892745097478231|0.690558098256588|0.524404764175415|0.546875|(0, 20)||
1|mean|all|VALENCE|4|0|3|0.6877262751261394|0.6924097761511803|0.5327380975087483|0.546875|(0, 23)||
1|mean|all|VALENCE|4|0|4|0.6874659101168314|0.6904603913426399|0.5434523820877075|0.5546875|(0, 32)||
1|mean|all|VALENCE|4|0|5|0.6824150284131368|0.6896564662456512|0.5964285731315613|0.546875|(0, 33)|0.6896564587950706|0.546875
1|mean|all|VALENCE|5|0|0|0.6976044098536174|0.6882547661662102|0.5392857154210409|0.5546875|(0, 33)||
1|mean|all|VALENCE|5|0|1|0.6927024523417155|0.6882967948913574|0.5452380975087484|0.5546875|(0, 31)||
1|mean|all|VALENCE|5|0|2|0.690117613474528|0.6898753568530083|0.5559523820877075|0.5546875|(0, 34)||
1|mean|all|VALENCE|5|0|3|0.6905931035677592|0.6881657540798187|0.5398809532324473|0.5546875|(0, 23)||
1|mean|all|VALENCE|5|0|4|0.6859897812207539|0.6883053630590439|0.5654761950174968|0.5546875|(0, 24)||
1|mean|all|VALENCE|5|0|5|0.6856104652086894|0.68705153465271|0.5494047641754151|0.5625|(0, 26)|0.6870515421032906|0.5625
1|mean|all|VALENCE|6|0|0|0.69578058719635|0.6969513297080994|0.5017857154210409|0.4453125|(0, 32)||
1|mean|all|VALENCE|6|0|1|0.694109586874644|0.6992073655128479|0.48571428656578064|0.4453125|(0, 25)||
1|mean|all|VALENCE|6|0|2|0.6915365894635518|0.6933251023292542|0.4964285731315613|0.4921875|(0, 25)||
1|mean|all|VALENCE|6|0|3|0.6905709425608317|0.6923161447048187|0.5601190487543742|0.546875|(0, 31)||
1|mean|all|VALENCE|6|0|4|0.6901028196016947|0.6988730579614639|0.561904764175415|0.4375|(0, 22)||
1|mean|all|VALENCE|6|0|5|0.6875531077384949|0.6887641921639442|0.5410714308420818|0.5546875|(0, 23)||
1|mean|all|VALENCE|6|0|6|0.6826396505037944|0.6840063631534576|0.5910714308420817|0.578125|(0, 31)||
1|mean|all|VALENCE|6|0|7|0.6782058199246724|0.680742010474205|0.5922619064648946|0.578125|(0, 24)||
1|mean|all|VALENCE|6|0|8|0.6866509238878886|0.6801901683211327|0.5547619064648946|0.5625|(0, 22)|0.6801901757717133|0.5625
1|mean|all|VALENCE|7|0|0|0.6933740814526875|0.691110648214817|0.525595239798228|0.5546875|(0, 31)||
1|mean|all|VALENCE|7|0|1|0.6894101778666178|0.6900222525000572|0.5494047641754151|0.5546875|(0, 36)||
1|mean|all|VALENCE|7|0|2|0.6906380176544189|0.6892818808555603|0.5547619064648946|0.5546875|(0, 31)||
1|mean|all|VALENCE|7|0|3|0.6863289316495259|0.6891301721334457|0.563095239798228|0.5546875|(0, 34)||
1|mean|all|VALENCE|7|0|4|0.6865010062853495|0.6875445768237114|0.559523809949557|0.546875|(0, 19)|0.6875445917248726|0.546875
1|mean|all|VALENCE|8|0|0|0.6959063212076823|0.6919186487793922|0.500595239798228|0.5546875|(0, 19)||
1|mean|all|VALENCE|8|0|1|0.6945697506268819|0.6916418746113777|0.4630952397982279|0.5625|(0, 23)||
1|mean|all|VALENCE|8|0|2|0.6922682881355285|0.690467469394207|0.5214285731315613|0.5546875|(0, 27)||
1|mean|all|VALENCE|8|0|3|0.6914782166481018|0.6898156255483627|0.5202380975087484|0.546875|(0, 27)||
1|mean|all|VALENCE|8|0|4|0.6905289649963379|0.6891457736492157|0.5607142865657806|0.578125|(0, 24)||
1|mean|all|VALENCE|8|0|5|0.6897678732872009|0.6887179762125015|0.5714285731315613|0.578125|(0, 34)||
1|mean|all|VALENCE|8|0|6|0.6873889247576396|0.6871312409639359|0.5922619064648946|0.5859375|(0, 30)||
1|mean|all|VALENCE|8|0|7|0.6850477496782938|0.6851004436612129|0.559523809949557|0.578125|(0, 34)|0.6851004362106323|0.578125
1|mean|all|VALENCE|9|0|0|0.6946404854456584|0.6914058029651642|0.4910714308420817|0.5546875|(0, 33)||
1|mean|all|VALENCE|9|0|1|0.6896782716115316|0.6898888349533081|0.5601190487543742|0.5546875|(0, 34)||
1|mean|all|VALENCE|9|0|2|0.6881319363911946|0.6890285238623619|0.5547619064648946|0.5546875|(0, 37)||
1|mean|all|VALENCE|9|0|3|0.6863128145535787|0.6868916675448418|0.5589285731315613|0.5625|(0, 31)||
1|mean|all|VALENCE|9|0|4|0.6835032900174459|0.6853092536330223|0.561904764175415|0.5703125|(0, 20)||
1|mean|all|VALENCE|9|0|5|0.6790051619211833|0.6833584234118462|0.588095239798228|0.5546875|(0, 25)|0.6833584308624268|0.5546875
1|mean|all|AROUSAL|0|0|0|0.6866350094477336|0.6869115829467773|0.5601190487543742|0.578125|(0, 26)||
1|mean|all|AROUSAL|0|0|1|0.684915554523468|0.6864766180515289|0.5601190487543742|0.578125|(0, 30)||
1|mean|all|AROUSAL|0|0|2|0.6834233442942301|0.685750313103199|0.5654761950174968|0.578125|(0, 30)||
1|mean|all|AROUSAL|0|0|3|0.683020023504893|0.6846980378031731|0.5601190487543742|0.578125|(0, 29)||
1|mean|all|AROUSAL|0|0|4|0.6799980719884237|0.6828737780451775|0.5547619064648946|0.578125|(0, 29)||
1|mean|all|AROUSAL|0|0|5|0.6843204895655314|0.6811242699623108|0.5494047641754151|0.578125|(0, 29)||
1|mean|all|AROUSAL|0|0|6|0.6742295463879903|0.6804994195699692|0.5809523820877075|0.5859375|(0, 27)|0.6804994270205498|0.5859375
1|mean|all|AROUSAL|1|0|0|0.6894747257232666|0.6837959662079811|0.5684523820877075|0.578125|(0, 29)||
